000	8.831441638929053e-05	2.0494082488129565e-06		4.952252712262254e-06	1.5283169571613918e-07
005	0.0050878839668815875	1.7581198010222637e-06		0.005002262494918115	3.5329761545191723e-08
010	0.010086444913219602	1.474136615143836e-06		0.01000246392978235	3.408769130937742e-08
015	0.015086082578653346	1.48720381689233e-06		0.015002070496542164	3.124243500228856e-08
020	0.020084928739050243	1.5838177313726107e-06		0.020001885202951524	3.4244119460503623e-08
025	0.02508487652744488	1.5516444559952698e-06		0.025001906797443525	3.895445725790984e-08
030	0.030083871727131853	1.5441835559662189e-06		0.030001673804706256	3.874253344749802e-08
035	0.03508355890931023	1.4764046931447716e-06		0.03500158069879581	3.765260101147777e-08
040	0.04008314890970329	1.4609433012300464e-06		0.04000177741792141	3.299103159856727e-08
045	0.04508260071365372	1.4498845588336521e-06		0.04500158123598283	3.008100329324074e-08
050	0.05008205009708273	1.4489341363776953e-06		0.05000146664473995	3.110907426443285e-08
055	0.05508152012446405	1.4577646289229996e-06		0.05500135719124197	3.053417992050002e-08
060	0.060080782466061196	1.5186831507212395e-06		0.06000122465993855	3.2990225016008614e-08
065	0.06508089688282023	1.6792515686718784e-06		0.06500119505183119	3.498219500281026e-08
070	0.07008025796932636	1.482455391807376e-06		0.07000111798277478	3.769158694026948e-08
075	0.07507974522398315	1.43940655236562e-06		0.07500124544798666	3.191357612347114e-08
080	0.08007918262690211	1.436279990083317e-06		0.08000104718415577	3.156261436095108e-08
085	0.08507831319810119	1.5706293221184035e-06		0.08500088473835818	3.083905161096074e-08
090	0.09007812041342737	1.4421336509350609e-06		0.0900008226866493	2.9803625818429164e-08
095	0.09507755036341776	1.4215603755249732e-06		0.0950007591136071	2.8767928782509253e-08
100	0.10007710203734117	1.4056140553823943e-06		0.10000073988939659	3.116203874164703e-08
