21221	1
21228	1
21235	1
21349	1
21358	1
21367	1
21374	1
21505	1
21508	1
21520	1
21530	1
21540	1
21651	1
21653	1
21660	1
21678	1
21690	1
21804	1
21810	1
21829	1
21850	1
21861	1
21868	1
21872	1
21960	1
21974	1
21982	1
22002	1
22008	1
22111	1
22118	1
22128	1
22138	1
22141	1
22243	1
22261	1
22266	1
22278	1
22384	1
22396	1
22405	1
22508	1
22516	1
22529	1
22538	1
22638	1
22647	1
22652	1
22661	1
22762	1
22768	1
22781	1
22790	1
22921	1
22932	1
22949	1
22953	1
22954	1
22957	1
22962	1
22963	1
22968	1
22970	1
22973	1
23092	1
23105	1
23108	1
23118	1
23121	1
23130	1
23239	1
23244	1
23256	1
23261	1
23368	1
23485	1
23503	1
23508	1
23517	1
23620	1
23632	1
23641	1
23651	1
23905	1
24000	1
24130	1
24447	1
24460	1
24463	1
24466	1
24479	1
24494	1
24580	1
24603	1
24614	1
24712	1
24716	1
24726	1
24735	1
24746	1
24844	1
24856	1
24861	1
24875	1
24983	1
25000	1
25104	1
25127	1
25136	1
25211	1
25808	1
25820	1
25833	1
25928	1
25941	1
25948	1
25963	1
25971	1
26071	1
26088	1
26094	1
26192	1
26213	1
26261	1
26264	1
26267	1
26367	1
26374	1
26383	1
26390	1
26393	1
26491	1
26500	1
26527	1
26691	1
34523	1
34538	1
34548	1
34741	1
34747	1
34756	1
34759	1
34933	1
34938	1
34953	1
35180	1
35181	1
35184	1
35194	1
35370	1
35387	1
35388	1
35397	1
35410	1
35411	1
35428	1
35430	1
35435	1
35606	1
35612	1
35621	1
35793	1
35803	1
35814	1
35982	1
35989	1
36002	1
36011	1
36196	1
36210	1
36219	1
36393	1
36394	1
36397	1
36406	1
36582	1
36586	1
36801	1
36804	1
36813	1
36895	1
36904	1
36914	1
36934	1
36941	1
36955	1
37048	1
37051	1
37058	1
37119	1
37147	1
37154	1
37322	1
37353	1
37358	1
37363	1
37365	1
37445	1
37451	1
37468	1
37469	1
37470	1
37545	1
