21223	3
21232	3
21241	3
21355	3
21364	3
21373	3
21375	3
21396	3
21502	3
21514	3
21525	3
21526	3
21527	3
21536	3
21546	3
21644	3
21662	3
21669	3
21670	3
21680	3
21691	3
21807	3
21818	3
21821	3
21825	3
21836	3
21837	3
21838	3
21842	3
21846	3
21852	3
21857	3
21867	3
21963	3
21979	3
21988	3
21995	3
22003	3
22004	3
22005	3
22014	3
22115	3
22124	3
22125	3
22134	3
22135	3
22148	3
22152	3
22254	3
22263	3
22272	3
22273	3
22274	3
22284	3
22386	3
22390	3
22391	3
22393	3
22402	3
22411	3
22513	3
22522	3
22531	3
22539	3
22640	3
22649	3
22658	3
22667	3
22764	3
22765	3
22774	3
22785	3
22795	3
22918	3
22933	3
22950	3
22952	3
22955	3
22959	3
22960	3
22965	3
22966	3
22971	3
22975	3
22977	3
22980	3
22982	3
22984	3
22986	3
22988	3
22990	3
22992	3
22994	3
23096	3
23103	3
23117	3
23127	3
23136	3
23238	3
23248	3
23258	3
23267	3
23367	3
23486	3
23492	3
23494	3
23505	3
23514	3
23523	3
23622	3
23629	3
23638	3
23648	3
23657	3
23908	3
24006	3
24138	3
24337	3
24338	3
24340	3
24450	3
24458	3
24472	3
24481	3
24500	3
24596	3
24605	3
24611	3
24714	3
24717	3
24724	3
24733	3
24736	3
24737	3
24744	3
24846	3
24847	3
24854	3
24868	3
24881	3
24882	3
24883	3
24884	3
24885	3
24987	3
25002	3
25004	3
25106	3
25109	3
25129	3
25138	3
25213	3
25809	3
25821	3
25831	3
25834	3
25934	3
25944	3
25945	3
25954	3
25957	3
25966	3
26081	3
26090	3
26097	3
26198	3
26214	3
26263	3
26370	3
26380	3
26389	3
26494	3
26501	3
26531	3
26694	3
34527	3
34545	3
34556	3
34740	3
34753	3
34765	3
34937	3
34944	3
34950	3
34955	3
34958	3
35172	3
35190	3
35191	3
35200	3
35372	3
35373	3
35383	3
35400	3
35412	3
35416	3
35434	3
35437	3
35608	3
35618	3
35627	3
35795	3
35805	3
35811	3
35980	3
35995	3
35998	3
35999	3
36008	3
36207	3
36216	3
36225	3
36392	3
36403	3
36409	3
36575	3
36590	3
36803	3
36806	3
36815	3
36896	3
36906	3
36916	3
36931	3
36943	3
36958	3
37045	3
37061	3
37144	3
37149	3
37160	3
37329	3
37341	3
37346	3
37355	3
37447	3
37448	3
37457	3
37467	3
37547	3
37556	3
37565	3
37647	3
37656	3
37835	3
37849	3
37857	3
37935	3
37952	3
37961	3
38035	3
38055	3
38065	3
38146	3
38155	3
38156	3
38161	3
38168	3
38338	3
38344	3
38356	3
38435	3
38450	3
38460	3
38541	3
38553	3
38563	3
38570	3
38584	3
38592	3
38598	3
38601	3
38684	3
38697	3
38708	3
38717	3
38878	3
38895	3
38904	3
38982	3
39063	3
39079	3
39088	3
39166	3
39180	3
39191	3
39200	3
39284	3
39292	3
39304	3
39468	3
39475	3
39485	3
39494	3
39500	3
39569	3
39590	3
39600	3
39684	3
39692	3
39698	3
39704	3
39791	3
39792	3
39794	3
39803	3
39855	3
40027	3
40028	3
40037	3
40046	3
40127	3
40137	3
40146	3
40248	3
40257	3
40266	3
40267	3
40345	3
40357	3
40366	3
40535	3
40544	3
40553	3
40560	3
40646	3
40647	3
40650	3
40660	3
40669	3
40750	3
40751	3
40754	3
40765	3
40766	3
40776	3
40785	3
40788	3
40798	3
40894	3
40903	3
40910	3
40913	3
41084	3
41085	3
41094	3
41103	3
41184	3
41193	3
41203	3
41286	3
41296	3
41306	3
41380	3
41390	3
41399	3
41561	3
41571	3
41580	3
41658	3
41670	3
41679	3
41689	3
41770	3
41779	3
41788	3
41869	3
41880	3
41890	3
42054	3
42064	3
42073	3
42085	3
42167	3
42176	3
42177	3
42189	3
42261	3
42270	3
42348	3
42361	3
42362	3
42371	3
42449	3
42463	3
42472	3
42481	3
42649	3
42658	3
42667	3
